Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,No,Travel_Rarely,784,Research & Development,27,4,Marketing,1,495,4,Male,44,1,3,Research Scientist,3,Married,16395,6814,2,Y,No,20,3,1,80,3,12,6,1,7,7,5,5
56,Yes,Non-Travel,1002,Sales,28,2,Medical,1,496,2,Male,95,1,5,Manager,1,Single,14391,22148,9,Y,Yes,24,3,4,80,2,15,5,1,2,4,1,3
49,No,Travel_Rarely,602,Research & Development,29,2,Other,1,497,3,Male,68,4,1,Healthcare Representative,1,Single,4698,25763,1,Y,No,24,4,3,80,2,7,4,2,0,2,5,0
41,No,Non-Travel,993,Sales,18,4,Human Resources,1,498,2,Female,47,3,2,Sales Executive,4,Divorced,13566,12000,4,Y,Yes,19,4,1,80,1,18,1,1,18,12,3,1
40,No,Travel_Rarely,357,Sales,12,2,Marketing,1,499,3,Male,99,1,1,Research Scientist,1,Single,11202,17288,7,Y,Yes,12,3,3,80,3,31,4,3,14,10,4,5
49,No,Travel_Rarely,943,Sales,13,3,Medical,1,500,2,Female,88,4,1,Research Scientist,2,Single,16055,5274,4,Y,No,25,4,1,80,0,2,2,3,7,13,6,7
54,Yes,Non-Travel,220,Human Resources,9,3,Life Sciences,1,501,4,Male,61,1,1,Manager,3,Married,3041,19100,0,Y,No,22,4,2,80,0,31,5,1,8,7,6,8
29,No,Travel_Frequently,909,Research & Development,2,1,Medical,1,502,4,Female,50,2,1,Sales Executive,3,Divorced,19941,23464,2,Y,Yes,19,4,2,80,2,20,4,3,12,13,5,3
30,No,Non-Travel,1077,Research & Development,5,2,Life Sciences,1,503,3,Female,69,3,5,Manufacturing Director,4,Single,19591,16227,4,Y,Yes,13,3,3,80,3,24,6,3,11,13,9,5
40,No,Non-Travel,153,Sales,13,3,Human Resources,1,504,3,Female,56,4,3,Healthcare Representative,3,Divorced,11872,19279,6,Y,Yes,21,3,3,80,0,16,1,2,8,11,5,2
42,No,Non-Travel,1118,Human Resources,16,4,Medical,1,505,1,Male,31,1,1,Research Scientist,1,Single,5621,11368,4,Y,Yes,13,3,3,80,3,24,5,2,19,5,5,8
52,No,Travel_Frequently,1454,Human Resources,16,2,Human Resources,1,506,1,Female,68,3,4,Research Scientist,3,Married,5352,13945,9,Y,Yes,22,4,3,80,2,32,1,3,10,4,3,7
58,Yes,Travel_Rarely,883,Research & Development,24,3,Marketing,1,507,4,Female,85,4,2,Sales Representative,3,Single,12937,11968,4,Y,No,21,3,2,80,2,30,5,1,4,0,2,0
47,Yes,Non-Travel,340,Human Resources,3,3,Life Sciences,1,508,4,Male,42,3,2,Sales Representative,1,Divorced,16602,11651,6,Y,No,24,3,2,80,2,35,3,3,18,2,0,1
34,Yes,Non-Travel,582,Research & Development,22,4,Other,1,509,1,Female,85,3,2,Manager,1,Divorced,10972,15903,7,Y,Yes,25,3,1,80,3,22,2,4,17,6,2,9
37,No,Travel_Frequently,1112,Research & Development,4,1,Marketing,1,510,1,Male,95,2,2,Sales Executive,3,Married,2945,20927,7,Y,No,19,3,3,80,0,24,3,4,10,2,2,8
42,No,Non-Travel,286,Research & Development,11,4,Life Sciences,1,511,3,Male,85,3,2,Laboratory Technician,2,Single,9973,9771,6,Y,Yes,25,3,2,80,1,29,6,4,10,0,8,9
39,No,Travel_Rarely,755,Human Resources,23,1,Human Resources,1,512,2,Female,57,4,1,Human Resources,1,Married,16118,15460,2,Y,No,17,3,4,80,0,12,6,2,5,7,2,2
30,No,Travel_Frequently,361,Research & Development,26,3,Technical Degree,1,513,3,Male,93,3,3,Sales Executive,2,Divorced,13290,6637,1,Y,Yes,25,4,1,80,3,28,6,1,0,6,7,2
36,No,Travel_Rarely,1052,Research & Development,14,1,Medical,1,514,1,Male,93,4,4,Research Scientist,2,Married,18383,14922,0,Y,No,24,3,1,80,0,15,0,3,8,4,7,9
53,No,Travel_Rarely,1487,Sales,29,3,Human Resources,1,515,4,Male,85,3,5,Research Director,4,Single,12366,10066,5,Y,No,21,4,1,80,1,37,6,1,6,11,2,8
29,No,Travel_Frequently,590,Research & Development,3,3,Life Sciences,1,516,1,Female,70,1,4,Sales Representative,2,Single,3797,5553,8,Y,Yes,25,3,4,80,0,26,1,1,5,9,9,2
58,No,Non-Travel,530,Research & Development,16,2,Life Sciences,1,517,4,Male,70,2,5,Human Resources,4,Married,13248,3349,2,Y,No,18,4,4,80,1,25,3,1,9,4,9,9
36,No,Travel_Rarely,338,Sales,22,1,Life Sciences,1,518,4,Male,33,1,5,Manufacturing Director,2,Divorced,4257,4986,4,Y,Yes,17,4,4,80,3,10,1,4,4,5,5,4
29,No,Travel_Rarely,403,Sales,15,1,Life Sciences,1,519,4,Male,86,2,4,Manufacturing Director,4,Divorced,4197,25580,8,Y,Yes,19,4,2,80,2,36,5,3,0,6,7,5
26,No,Travel_Rarely,397,Human Resources,28,1,Medical,1,520,4,Female,59,4,1,Sales Representative,1,Married,10222,13522,8,Y,No,18,3,4,80,1,2,1,2,14,12,7,2
24,No,Travel_Rarely,175,Research & Development,10,4,Marketing,1,521,2,Male,75,2,2,Sales Executive,3,Single,16152,4122,6,Y,Yes,24,3,1,80,3,25,0,1,4,2,9,9
45,No,Travel_Frequently,1456,Human Resources,9,2,Other,1,522,1,Female,85,3,1,Human Resources,3,Single,4912,15892,3,Y,No,14,4,3,80,2,33,1,1,19,10,9,7
31,No,Travel_Frequently,1098,Human Resources,11,2,Technical Degree,1,523,3,Male,60,3,2,Research Scientist,4,Single,13004,10689,1,Y,No,12,4,1,80,1,32,5,4,5,11,8,1
48,No,Travel_Rarely,741,Sales,16,2,Medical,1,524,4,Female,36,1,3,Sales Executive,1,Single,10874,26430,1,Y,Yes,24,3,1,80,2,14,5,4,4,13,8,5
36,No,Non-Travel,926,Human Resources,10,4,Life Sciences,1,525,4,Female,83,2,5,Sales Representative,4,Divorced,17416,16062,3,Y,No,23,3,2,80,0,1,3,3,16,14,7,1
33,No,Travel_Rarely,382,Research & Development,17,1,Medical,1,526,3,Female,37,4,4,Manager,4,Single,8152,3363,0,Y,Yes,21,3,1,80,3,27,6,2,17,11,6,8
22,No,Non-Travel,690,Sales,19,1,Human Resources,1,527,3,Male,84,4,3,Laboratory Technician,1,Married,9172,18691,3,Y,Yes,15,4,2,80,3,19,2,2,3,3,9,5
52,No,Travel_Rarely,171,Research & Development,2,1,Other,1,528,4,Male,98,3,2,Sales Executive,2,Married,5185,4751,5,Y,No,12,4,2,80,3,37,4,4,1,0,2,8
29,No,Non-Travel,1386,Research & Development,24,2,Life Sciences,1,529,3,Male,73,4,1,Healthcare Representative,2,Married,11161,9782,5,Y,Yes,14,4,3,80,3,15,3,3,7,6,6,3
42,No,Travel_Rarely,802,Sales,23,2,Technical Degree,1,530,3,Female,42,3,4,Manufacturing Director,1,Married,17765,19648,6,Y,No,24,4,1,80,1,3,0,1,4,9,3,2
38,No,Non-Travel,674,Research & Development,2,3,Life Sciences,1,531,2,Male,49,3,5,Healthcare Representative,4,Single,19467,14540,4,Y,No,22,4,3,80,0,7,4,3,3,1,1,1
53,Yes,Travel_Rarely,1099,Sales,6,4,Other,1,532,3,Male,61,3,3,Sales Executive,3,Divorced,6862,15223,8,Y,Yes,12,3,3,80,2,19,1,2,13,6,7,7
40,No,Travel_Rarely,991,Research & Development,19,4,Technical Degree,1,533,1,Female,89,1,5,Sales Executive,4,Single,5070,7339,1,Y,No,15,4,1,80,3,25,3,4,3,5,1,3
33,No,Non-Travel,111,Sales,8,2,Other,1,534,1,Male,79,1,2,Healthcare Representative,2,Divorced,13940,25887,1,Y,Yes,16,4,1,80,3,31,4,1,7,3,0,1
56,No,Travel_Frequently,240,Human Resources,26,3,Technical Degree,1,535,1,Male,56,3,5,Manager,1,Single,10563,7848,3,Y,Yes,21,3,4,80,1,12,6,1,2,10,4,8
59,Yes,Non-Travel,116,Research & Development,29,1,Marketing,1,536,4,Female,54,3,1,Healthcare Representative,1,Divorced,16931,18877,3,Y,Yes,11,3,4,80,1,4,6,2,13,1,9,7
56,Yes,Travel_Frequently,1186,Sales,3,2,Marketing,1,537,1,Female,81,3,3,Research Scientist,1,Married,18585,20405,3,Y,Yes,25,3,2,80,1,12,3,1,17,6,8,4
31,No,Travel_Rarely,352,Research & Development,26,4,Medical,1,538,2,Male,97,4,3,Human Resources,2,Married,18472,20131,0,Y,No,22,4,1,80,0,10,6,3,11,6,4,7
48,No,Non-Travel,564,Research & Development,14,4,Medical,1,539,1,Female,50,3,1,Healthcare Representative,4,Divorced,16772,17861,3,Y,Yes,18,3,2,80,2,36,1,2,14,4,1,4
22,No,Non-Travel,475,Research & Development,25,4,Technical Degree,1,540,4,Male,47,3,5,Healthcare Representative,1,Divorced,16455,15465,4,Y,Yes,12,4,3,80,0,31,5,2,19,8,9,6
52,No,Non-Travel,1080,Sales,16,1,Life Sciences,1,541,2,Male,68,2,1,Human Resources,3,Divorced,8299,23471,8,Y,Yes,24,3,3,80,3,17,3,1,19,2,3,4
40,No,Travel_Frequently,619,Human Resources,1,4,Human Resources,1,542,1,Male,44,2,4,Laboratory Technician,1,Married,12188,5302,2,Y,No,15,4,4,80,1,28,0,2,8,8,7,4
46,No,Travel_Frequently,189,Human Resources,21,1,Human Resources,1,543,2,Male,82,2,1,Healthcare Representative,4,Married,14686,16437,2,Y,No,21,4,2,80,3,14,4,4,1,4,6,3
28,No,Travel_Rarely,819,Human Resources,3,1,Life Sciences,1,544,2,Male,67,2,5,Healthcare Representative,2,Single,16011,17162,4,Y,Yes,18,3,1,80,2,19,4,3,0,1,4,4
35,No,Travel_Frequently,903,Sales,22,1,Life Sciences,1,545,4,Female,77,3,1,Research Scientist,3,Divorced,19938,16512,9,Y,No,15,4,1,80,2,35,4,2,14,8,3,6
29,Yes,Travel_Frequently,895,Human Resources,26,2,Marketing,1,546,4,Female,81,2,2,Manufacturing Director,3,Divorced,14874,25511,5,Y,No,13,3,4,80,0,4,3,4,14,13,4,2
26,No,Travel_Rarely,729,Sales,18,1,Human Resources,1,547,2,Male,57,4,1,Research Scientist,1,Divorced,15441,7022,2,Y,Yes,16,4,4,80,0,39,1,1,7,0,6,3
27,No,Non-Travel,1298,Research & Development,9,3,Technical Degree,1,548,1,Female,45,4,1,Healthcare Representative,4,Married,2054,12471,0,Y,Yes,11,4,2,80,1,36,3,2,2,0,4,7
34,No,Non-Travel,175,Research & Development,6,4,Other,1,549,4,Female,45,2,5,Research Scientist,1,Divorced,6031,8155,9,Y,No,11,4,4,80,1,32,3,4,1,14,7,5
55,No,Travel_Rarely,1025,Human Resources,23,2,Medical,1,550,2,Male,64,1,4,Human Resources,3,Divorced,11315,24793,7,Y,No,18,3,4,80,3,17,6,1,3,12,6,7
24,No,Non-Travel,499,Sales,21,4,Other,1,551,3,Female,46,4,4,Manager,1,Married,3552,7254,0,Y,No,17,4,4,80,1,18,5,4,17,6,6,1
30,No,Travel_Frequently,1069,Research & Development,25,1,Marketing,1,552,3,Female,81,4,5,Research Director,4,Divorced,9795,6354,1,Y,Yes,20,3,3,80,1,31,4,1,11,2,8,8
57,Yes,Travel_Rarely,1194,Sales,1,2,Human Resources,1,553,4,Male,41,2,5,Human Resources,2,Single,7271,21837,2,Y,No,20,4,2,80,3,21,1,3,17,7,7,6
59,No,Travel_Rarely,1303,Sales,21,3,Life Sciences,1,554,1,Male,77,2,5,Research Director,3,Married,16665,4516,5,Y,No,21,4,1,80,2,0,2,2,9,6,7,4
26,No,Travel_Rarely,1247,Research & Development,27,1,Human Resources,1,555,3,Male,51,3,2,Healthcare Representative,4,Married,2115,17872,3,Y,No,21,3,1,80,1,24,1,3,7,10,5,6
44,No,Non-Travel,1416,Sales,10,4,Technical Degree,1,556,3,Male,78,4,3,Healthcare Representative,1,Married,5613,12156,3,Y,No,13,3,2,80,1,19,6,3,17,12,6,1
19,Yes,Travel_Rarely,896,Research & Development,27,3,Marketing,1,557,3,Male,81,2,1,Manager,3,Single,8372,24453,8,Y,Yes,18,4,4,80,3,34,3,2,16,6,7,3
22,No,Travel_Rarely,294,Research & Development,6,1,Life Sciences,1,558,1,Male,30,2,5,Sales Executive,1,Married,18130,25758,5,Y,Yes,21,4,4,80,3,5,0,3,18,0,4,6
46,Yes,Travel_Rarely,327,Research & Development,23,3,Other,1,559,1,Male,95,3,5,Research Director,1,Married,5837,10838,1,Y,Yes,25,4,1,80,3,5,1,3,5,0,9,1
54,No,Non-Travel,560,Sales,12,1,Technical Degree,1,560,4,Female,93,4,5,Research Scientist,2,Married,5533,14734,6,Y,No,18,4,3,80,3,36,4,4,13,11,1,7
55,No,Travel_Frequently,717,Research & Development,4,2,Other,1,561,4,Male,37,2,4,Manager,1,Married,11610,13022,2,Y,Yes,24,4,2,80,3,2,0,1,4,13,6,9
36,No,Travel_Rarely,1144,Sales,28,1,Medical,1,562,3,Female,54,3,5,Human Resources,1,Single,13108,7208,8,Y,No,24,4,4,80,1,36,2,3,7,1,9,9
25,No,Travel_Frequently,163,Research & Development,13,2,Marketing,1,563,1,Female,95,2,1,Laboratory Technician,4,Divorced,7831,18578,5,Y,No,11,3,3,80,0,30,2,2,7,1,2,4
18,No,Non-Travel,264,Research & Development,17,1,Technical Degree,1,564,2,Male,99,1,5,Research Scientist,1,Divorced,3294,15725,7,Y,Yes,20,4,3,80,0,34,0,4,17,10,9,4
39,Yes,Non-Travel,126,Human Resources,27,1,Technical Degree,1,565,3,Female,80,1,1,Healthcare Representative,2,Married,17663,11337,0,Y,No,17,3,4,80,0,14,6,1,8,4,7,7
34,Yes,Non-Travel,1434,Human Resources,8,4,Other,1,566,4,Female,82,2,2,Human Resources,1,Single,9550,12701,1,Y,No,12,4,2,80,1,16,2,3,13,8,5,0
24,No,Non-Travel,1111,Human Resources,26,3,Life Sciences,1,567,1,Female,44,4,3,Manager,1,Married,15830,22675,5,Y,No,22,4,2,80,2,14,0,3,13,6,3,5
42,No,Travel_Frequently,384,Sales,20,3,Medical,1,568,4,Male,79,1,4,Research Director,1,Divorced,15031,12275,2,Y,Yes,12,3,1,80,1,4,3,2,19,13,1,1
21,No,Travel_Rarely,380,Sales,3,3,Other,1,569,4,Female,67,3,1,Research Director,3,Divorced,13869,8210,0,Y,Yes,12,4,1,80,0,21,0,3,13,1,6,0
53,No,Non-Travel,937,Research & Development,12,1,Technical Degree,1,570,1,Female,69,2,2,Sales Representative,2,Single,7817,13544,5,Y,Yes,23,4,2,80,0,10,3,2,16,4,0,6
23,No,Non-Travel,930,Research & Development,7,1,Marketing,1,571,3,Male,95,3,3,Healthcare Representative,3,Divorced,14867,23514,4,Y,Yes,15,3,4,80,3,27,6,3,1,4,6,3
48,No,Travel_Frequently,1287,Research & Development,12,1,Technical Degree,1,572,1,Female,68,1,3,Research Scientist,2,Married,14086,18327,8,Y,Yes,17,4,2,80,3,13,4,3,13,7,9,0
36,No,Travel_Frequently,1017,Research & Development,2,2,Human Resources,1,573,3,Female,46,4,3,Healthcare Representative,2,Single,12690,16041,5,Y,Yes,14,3,1,80,3,38,4,2,11,8,9,9
56,No,Non-Travel,323,Sales,24,2,Marketing,1,574,4,Female,36,3,1,Sales Representative,4,Divorced,18757,18705,4,Y,Yes,21,4,1,80,1,2,2,1,15,7,6,5
44,No,Travel_Rarely,883,Research & Development,14,4,Marketing,1,575,1,Female,68,1,2,Sales Representative,3,Married,16770,12479,0,Y,Yes,22,4,1,80,2,10,5,4,5,13,9,9
27,No,Travel_Rarely,1269,Research & Development,22,1,Technical Degree,1,576,2,Female,97,1,5,Research Scientist,2,Single,16329,13323,0,Y,Yes,14,3,2,80,2,29,5,2,17,12,2,5
43,No,Non-Travel,1064,Human Resources,23,3,Life Sciences,1,577,3,Male,64,1,2,Sales Representative,2,Married,12457,14937,0,Y,Yes,19,3,2,80,3,37,0,1,6,1,3,2
36,No,Travel_Frequently,1049,Research & Development,5,3,Marketing,1,578,2,Female,80,3,2,Manager,4,Divorced,12034,25089,6,Y,No,24,4,4,80,2,4,6,1,1,3,3,5
56,Yes,Non-Travel,1153,Research & Development,9,4,Human Resources,1,579,3,Male,76,1,2,Sales Representative,3,Married,19957,3702,5,Y,Yes,20,3,1,80,0,21,3,2,12,1,3,9
20,No,Non-Travel,144,Research & Development,21,3,Other,1,580,1,Female,65,2,1,Research Director,1,Single,19171,12404,4,Y,No,19,3,3,80,0,12,4,4,7,5,8,8
30,No,Travel_Frequently,570,Sales,11,4,Life Sciences,1,581,2,Male,93,1,1,Manufacturing Director,4,Married,3545,2830,3,Y,No,17,3,3,80,3,20,6,2,11,3,5,5
45,No,Non-Travel,133,Human Resources,5,1,Life Sciences,1,582,1,Male,42,2,1,Sales Executive,2,Divorced,15359,10380,7,Y,Yes,24,4,4,80,3,36,4,3,0,14,9,0
37,No,Non-Travel,752,Research & Development,3,3,Life Sciences,1,583,3,Male,47,4,2,Research Director,3,Single,15146,23990,7,Y,Yes,25,3,4,80,3,24,4,3,8,6,8,9
45,No,Non-Travel,929,Research & Development,27,1,Marketing,1,584,3,Female,50,2,1,Research Director,2,Single,15498,2091,4,Y,No,20,3,1,80,2,20,2,1,7,12,3,5
25,No,Travel_Frequently,320,Human Resources,17,2,Life Sciences,1,585,3,Female,94,4,3,Laboratory Technician,4,Divorced,15171,5877,3,Y,Yes,25,3,2,80,1,27,4,3,8,1,6,7
58,No,Travel_Rarely,633,Research & Development,2,3,Technical Degree,1,586,3,Female,37,4,1,Laboratory Technician,4,Married,16202,12103,1,Y,Yes,14,3,2,80,3,3,5,4,4,8,9,6
56,No,Travel_Rarely,791,Sales,24,2,Life Sciences,1,587,4,Female,77,2,4,Healthcare Representative,3,Married,6374,20720,6,Y,No,18,3,3,80,2,28,1,2,12,13,8,7
18,No,Travel_Frequently,1490,Research & Development,1,3,Human Resources,1,588,3,Female,72,4,1,Laboratory Technician,4,Divorced,11849,9676,4,Y,Yes,20,4,1,80,3,34,2,4,13,4,9,7
20,No,Travel_Rarely,1031,Sales,7,1,Medical,1,589,2,Male,82,2,1,Healthcare Representative,4,Single,18990,3580,2,Y,Yes,13,4,3,80,1,22,0,1,3,0,2,8
30,No,Non-Travel,940,Sales,14,4,Human Resources,1,590,3,Male,56,3,1,Research Director,1,Divorced,15336,17787,8,Y,No,13,4,3,80,3,6,1,3,16,11,2,2
45,No,Travel_Rarely,1110,Research & Development,5,1,Marketing,1,591,1,Male,48,4,1,Sales Executive,2,Single,4576,11600,8,Y,No,22,4,1,80,0,8,2,3,8,14,5,6
42,No,Non-Travel,681,Human Resources,19,1,Life Sciences,1,592,4,Female,52,2,4,Research Scientist,1,Single,7051,17412,9,Y,No,17,4,4,80,3,22,6,2,19,10,7,5
50,No,Travel_Rarely,1239,Sales,28,1,Life Sciences,1,593,2,Female,79,4,5,Research Scientist,1,Married,18706,26750,7,Y,Yes,23,3,3,80,0,2,2,4,14,2,0,1
55,No,Travel_Frequently,338,Human Resources,28,3,Technical Degree,1,594,4,Male,80,1,1,Manufacturing Director,3,Divorced,12068,24176,0,Y,No,21,3,4,80,0,8,3,4,19,3,3,4
23,No,Travel_Rarely,1458,Research & Development,11,4,Other,1,595,4,Female,72,2,3,Human Resources,4,Single,18967,26130,2,Y,Yes,22,4,2,80,2,3,1,2,3,2,7,2
49,No,Travel_Rarely,540,Sales,23,2,Life Sciences,1,596,4,Female,80,1,4,Research Scientist,2,Married,13001,2473,1,Y,Yes,19,3,3,80,2,24,1,3,1,5,5,4
38,No,Travel_Rarely,247,Research & Development,25,1,Human Resources,1,597,1,Male,98,4,5,Human Resources,2,Divorced,10847,13624,3,Y,Yes,23,3,1,80,0,5,5,1,12,12,1,8
33,No,Travel_Frequently,1132,Human Resources,2,3,Marketing,1,598,4,Male,70,4,1,Sales Representative,2,Divorced,6881,18653,1,Y,No,21,3,4,80,0,17,1,1,3,12,7,7
38,No,Travel_Rarely,1411,Research & Development,8,2,Medical,1,599,4,Female,40,3,5,Research Director,4,Single,10414,24934,7,Y,Yes,14,4,2,80,3,6,4,2,17,5,0,8
28,No,Travel_Frequently,487,Research & Development,9,1,Life Sciences,1,600,3,Female,81,2,3,Sales Executive,2,Single,9699,19077,0,Y,Yes,14,3,2,80,3,34,5,2,15,9,0,8
54,No,Non-Travel,1173,Sales,27,2,Medical,1,601,1,Male,52,1,4,Healthcare Representative,2,Single,18045,14663,3,Y,No,11,3,3,80,0,30,6,2,9,12,6,7
53,No,Travel_Rarely,1015,Research & Development,3,1,Life Sciences,1,602,2,Female,78,3,4,Human Resources,4,Divorced,7123,19799,4,Y,No,11,4,2,80,2,37,4,4,1,14,9,7
52,Yes,Travel_Frequently,737,Research & Development,2,2,Marketing,1,603,2,Male,67,4,5,Manufacturing Director,3,Single,18211,16517,9,Y,Yes,23,4,1,80,3,31,5,3,13,10,2,5
36,No,Travel_Frequently,377,Research & Development,7,2,Other,1,604,2,Male,76,4,1,Research Scientist,2,Divorced,5550,20467,3,Y,No,24,3,3,80,3,34,0,3,1,6,7,5
37,No,Travel_Rarely,1088,Sales,5,4,Human Resources,1,605,1,Male,36,3,2,Manager,4,Married,12634,19619,7,Y,Yes,13,3,2,80,3,27,6,2,17,13,8,5
35,No,Non-Travel,1423,Human Resources,21,4,Marketing,1,606,2,Female,95,1,4,Research Scientist,1,Divorced,14177,5967,1,Y,Yes,22,4,1,80,2,4,5,1,0,8,7,9
58,No,Travel_Frequently,688,Human Resources,26,1,Medical,1,607,1,Male,91,4,2,Laboratory Technician,4,Single,2166,26709,8,Y,Yes,23,4,4,80,0,29,0,4,12,9,0,5
31,No,Travel_Rarely,748,Research & Development,5,3,Life Sciences,1,608,3,Male,58,4,4,Research Director,1,Divorced,10309,15211,1,Y,No,17,3,4,80,3,21,5,2,5,8,0,8
32,No,Non-Travel,717,Sales,20,4,Medical,1,609,3,Female,67,2,1,Laboratory Technician,4,Single,12001,23169,1,Y,No,23,3,3,80,2,16,0,4,16,6,5,9
48,No,Travel_Frequently,234,Research & Development,13,2,Human Resources,1,610,1,Male,62,3,1,Research Scientist,2,Married,4206,24509,1,Y,Yes,25,4,1,80,2,9,4,2,16,10,0,0
18,No,Travel_Frequently,679,Human Resources,21,4,Marketing,1,611,2,Female,58,4,4,Manager,3,Single,3250,8634,9,Y,Yes,19,3,2,80,2,6,6,4,10,14,7,9
20,No,Non-Travel,1270,Sales,29,4,Medical,1,612,1,Female,52,1,5,Laboratory Technician,3,Single,6558,24352,7,Y,Yes,14,4,3,80,2,3,6,1,5,0,5,5
33,No,Non-Travel,589,Human Resources,20,1,Medical,1,613,1,Female,32,2,1,Sales Executive,2,Single,11863,2840,2,Y,Yes,12,4,3,80,3,26,5,1,19,2,4,7
40,Yes,Travel_Rarely,577,Human Resources,29,4,Human Resources,1,614,4,Male,74,3,1,Laboratory Technician,1,Single,4151,23467,9,Y,No,16,4,2,80,0,6,3,1,2,4,5,0
28,Yes,Travel_Rarely,1282,Sales,6,4,Life Sciences,1,615,1,Male,37,1,3,Manager,4,Single,7077,3461,9,Y,No,16,3,1,80,0,22,5,1,13,9,3,5
29,No,Travel_Frequently,483,Sales,20,2,Medical,1,616,4,Female,58,4,1,Laboratory Technician,2,Single,17552,23318,7,Y,No,19,3,2,80,2,10,0,3,5,11,0,8
27,No,Non-Travel,262,Research & Development,18,4,Human Resources,1,617,3,Female,31,3,3,Human Resources,4,Married,4297,17405,6,Y,No,25,4,4,80,0,7,6,3,16,10,6,5
49,No,Non-Travel,540,Research & Development,25,2,Life Sciences,1,618,4,Female,79,3,1,Sales Representative,2,Married,11228,17003,9,Y,No,14,4,3,80,3,7,2,4,2,5,9,1
33,No,Non-Travel,1312,Human Resources,2,4,Other,1,619,1,Male,94,1,1,Healthcare Representative,2,Divorced,4614,5472,3,Y,Yes,18,4,4,80,0,36,4,2,16,5,8,0
25,No,Travel_Frequently,514,Sales,25,4,Life Sciences,1,620,3,Female,49,3,5,Research Scientist,4,Single,3879,17847,6,Y,No,23,4,3,80,0,4,3,3,18,4,3,3
55,Yes,Non-Travel,1462,Sales,26,3,Other,1,621,4,Female,81,1,5,Human Resources,3,Divorced,2620,25547,7,Y,Yes,24,3,2,80,1,6,2,2,17,5,3,5
29,Yes,Non-Travel,1304,Research & Development,6,4,Marketing,1,622,1,Female,66,4,1,Healthcare Representative,3,Married,10262,8575,5,Y,Yes,23,4,1,80,0,21,2,4,4,8,8,9
41,No,Travel_Frequently,387,Human Resources,9,2,Human Resources,1,623,3,Male,56,2,4,Sales Representative,1,Married,3925,6843,5,Y,No,13,4,2,80,0,35,4,2,14,12,3,9
45,No,Travel_Rarely,286,Human Resources,25,2,Life Sciences,1,624,4,Female,76,1,4,Human Resources,4,Single,19421,9739,2,Y,No,12,4,4,80,2,1,5,1,2,13,9,8
25,No,Travel_Rarely,1261,Research & Development,3,1,Other,1,625,1,Male,35,2,1,Manufacturing Director,1,Single,12553,16852,4,Y,Yes,19,3,1,80,2,23,1,1,7,0,3,4
45,No,Travel_Frequently,229,Sales,1,1,Other,1,626,1,Male,89,3,4,Human Resources,2,Divorced,11630,18324,9,Y,Yes,25,4,1,80,1,1,3,3,6,0,7,6
53,No,Non-Travel,293,Research & Development,1,3,Marketing,1,627,2,Female,74,1,1,Sales Executive,1,Married,14003,20893,1,Y,Yes,16,4,3,80,3,11,5,4,17,8,3,5
43,No,Travel_Frequently,415,Research & Development,19,2,Technical Degree,1,628,2,Female,73,4,5,Manager,2,Divorced,10676,11157,4,Y,No,21,4,1,80,1,25,4,3,9,13,8,5
25,No,Travel_Rarely,243,Research & Development,5,2,Human Resources,1,629,4,Female,47,1,2,Research Scientist,4,Divorced,6898,24406,4,Y,No,18,4,3,80,0,37,1,3,9,7,7,8
45,No,Travel_Rarely,115,Research & Development,13,2,Technical Degree,1,630,4,Male,94,1,3,Research Director,4,Divorced,16601,20422,6,Y,No,21,4,1,80,0,5,4,3,18,8,4,4
45,Yes,Travel_Frequently,1425,Sales,19,3,Life Sciences,1,631,4,Male,54,1,4,Healthcare Representative,4,Single,15136,16516,3,Y,No,20,3,1,80,3,22,4,4,0,6,8,1
54,Yes,Travel_Frequently,522,Research & Development,12,2,Human Resources,1,632,1,Male,56,2,4,Laboratory Technician,4,Married,16578,14432,5,Y,Yes,19,3,3,80,3,1,2,1,1,9,7,7
58,No,Travel_Rarely,344,Sales,16,1,Marketing,1,633,4,Female,36,2,5,Research Scientist,1,Divorced,8121,20234,8,Y,No,11,3,1,80,2,25,6,1,0,5,9,2
53,No,Travel_Frequently,1026,Research & Development,25,3,Life Sciences,1,634,1,Male,73,3,4,Research Director,2,Married,7789,9432,3,Y,Yes,23,4,2,80,0,13,5,3,8,8,3,8
44,No,Travel_Rarely,1230,Human Resources,25,1,Human Resources,1,635,4,Female,58,3,1,Sales Representative,3,Married,18310,20837,5,Y,No,11,4,1,80,0,17,4,2,14,1,3,4
34,Yes,Travel_Frequently,1211,Sales,19,1,Human Resources,1,636,1,Female,73,3,1,Human Resources,4,Divorced,19734,17148,8,Y,No,21,3,4,80,0,37,5,1,17,14,0,0
26,No,Travel_Frequently,228,Human Resources,3,3,Technical Degree,1,637,1,Female,65,3,2,Research Director,4,Divorced,15134,21400,9,Y,No,15,4,3,80,0,31,1,1,17,3,3,3
